,memo_no,nat_instr,instr_date,usage,cp_incl,op_date,consid,gfa,nfa,gpsf,npsf,remark1,remark2,MW_data_code,memo_no.1,unit,floor,block,phase,bldg_name_en,bldg_name_ch,est_name_en,est_name_ch,st_name_en,st_name_ch,st_no_start,st_no_end,d_code,lot_no,bldg_ph_blk,st_bldg_ph_blk,subject_pty,code_chinese,op_year,bldg_age,bldg_name_ench,st_address_en,st_address_ch,st_addr_google,st_address,ch_address,en_address,ch_addr_google,en_addr_google,final_address,final_address_consid,floor_copy,time_adj_npsf
1331,16022900270056,ASP,2016-02-16,RES,blank,1992/07,35.644,0,1575,0,22631.11111111111,+BW:33 SFAREA INCL BAL:31 SF+F/R:43 SF+A/C RM:80 SFCPS 23 ON CPL1/F ,blank,4479983,16022900270056,B,1.0,1,4,blank,,THE REDHILL PENINSULA,紅山半島,PAK PAT SHAN RD,白筆山道,18,blank,HTT,RBL1050RP,THE REDHILL PENINSULA||Phase 4|Block 1,白筆山道THE REDHILL PENINSULA|Phase4|Block1,白筆山道THE REDHILL PENINSULA|Phase4|Block1|1|B,大潭/石澳,1992,28,,18 PAK PAT SHAN RD,18 白筆山道,"18 PAK PAT SHAN RD,Hong Kong",18 PAK PAT SHAN RD|18 白筆山道,"紅山半島4期,1座,白筆山道","THE REDHILL PENINSULA(Phase 4),Block 1,PAK PAT SHAN RD","紅山半島,1座,白筆山道,香港","THE REDHILL PENINSULA,Block 1,PAK PAT SHAN RD,Hong Kong","THE REDHILL PENINSULA(Phase 4),Block 1,PAK PAT SHAN RD|紅山半島4期,1座,白筆山道","THE REDHILL PENINSULA(Phase 4),Block 1,PAK PAT SHAN RD|紅山半島4期,1座,白筆山道|1|Bconsid35.644",1,29501.394917723333
1333,16032400680013,ASP,2016-03-15,RES,blank,1992/07,21.843000000000004,0,1017,0,21477.876106194693,+BW:17 SFAREA INCL BAL:31 SF+A/C RM:52 SFCPS 82 ON CPL1/F ,blank,4488457,16032400680013,B,10.0,6,4,blank,,THE REDHILL PENINSULA,紅山半島,PAK PAT SHAN RD,白筆山道,18,blank,HTT,RBL1050RP,THE REDHILL PENINSULA||Phase 4|Block 6,白筆山道THE REDHILL PENINSULA|Phase4|Block6,白筆山道THE REDHILL PENINSULA|Phase4|Block6|10|B,大潭/石澳,1992,28,,18 PAK PAT SHAN RD,18 白筆山道,"18 PAK PAT SHAN RD,Hong Kong",18 PAK PAT SHAN RD|18 白筆山道,"紅山半島4期,6座,白筆山道","THE REDHILL PENINSULA(Phase 4),Block 6,PAK PAT SHAN RD","紅山半島,6座,白筆山道,香港","THE REDHILL PENINSULA,Block 6,PAK PAT SHAN RD,Hong Kong","THE REDHILL PENINSULA(Phase 4),Block 6,PAK PAT SHAN RD|紅山半島4期,6座,白筆山道","THE REDHILL PENINSULA(Phase 4),Block 6,PAK PAT SHAN RD|紅山半島4期,6座,白筆山道|10|Bconsid21.843000000000004",10,28399.20829981651
1334,16040101600042,ASP,2016-03-17,RES,blank,1992/07,21.966,0,1017,0,21598.82005899705,+BW:17 SFAREA INCL BAL:31 SF+A/C RM:52 SFCPS 141 ON CPL1/F ,blank,4490477,16040101600042,B,16.0,3,4,blank,,THE REDHILL PENINSULA,紅山半島,PAK PAT SHAN RD,白筆山道,18,blank,HTT,RBL1050RP,THE REDHILL PENINSULA||Phase 4|Block 3,白筆山道THE REDHILL PENINSULA|Phase4|Block3,白筆山道THE REDHILL PENINSULA|Phase4|Block3|16|B,大潭/石澳,1992,28,,18 PAK PAT SHAN RD,18 白筆山道,"18 PAK PAT SHAN RD,Hong Kong",18 PAK PAT SHAN RD|18 白筆山道,"紅山半島4期,3座,白筆山道","THE REDHILL PENINSULA(Phase 4),Block 3,PAK PAT SHAN RD","紅山半島,3座,白筆山道,香港","THE REDHILL PENINSULA,Block 3,PAK PAT SHAN RD,Hong Kong","THE REDHILL PENINSULA(Phase 4),Block 3,PAK PAT SHAN RD|紅山半島4期,3座,白筆山道","THE REDHILL PENINSULA(Phase 4),Block 3,PAK PAT SHAN RD|紅山半島4期,3座,白筆山道|16|Bconsid21.966",16,28559.12692916584
1335,16042100370281,ASP,2016-03-22,RES,blank,1992/07,18.5,0,1017,0,18190.757128810226,+BW:17 SFAREA INCL BAL:31 SF+A/C RM:52 SFCPS 25 ON CPL2/F ,blank,4497865,16042100370281,A,4.0,2,4,blank,,THE REDHILL PENINSULA,紅山半島,PAK PAT SHAN RD,白筆山道,18,blank,HTT,RBL1050RP,THE REDHILL PENINSULA||Phase 4|Block 2,白筆山道THE REDHILL PENINSULA|Phase4|Block2,白筆山道THE REDHILL PENINSULA|Phase4|Block2|4|A,大潭/石澳,1992,28,,18 PAK PAT SHAN RD,18 白筆山道,"18 PAK PAT SHAN RD,Hong Kong",18 PAK PAT SHAN RD|18 白筆山道,"紅山半島4期,2座,白筆山道","THE REDHILL PENINSULA(Phase 4),Block 2,PAK PAT SHAN RD","紅山半島,2座,白筆山道,香港","THE REDHILL PENINSULA,Block 2,PAK PAT SHAN RD,Hong Kong","THE REDHILL PENINSULA(Phase 4),Block 2,PAK PAT SHAN RD|紅山半島4期,2座,白筆山道","THE REDHILL PENINSULA(Phase 4),Block 2,PAK PAT SHAN RD|紅山半島4期,2座,白筆山道|4|Aconsid18.5",4,24052.801975305836
1336,16061700310080,ASP,2016-06-01,RES,blank,1992/07,38.5,0,1575,0,24444.444444444445,+BW:33 SFAREA INCL BAL:31 SF+A/C RM:80 SFCPS 125 ON CPL1/F ,blank,4521154,16061700310080,B,8.0,1,4,blank,,THE REDHILL PENINSULA,紅山半島,PAK PAT SHAN RD,白筆山道,18,blank,HTT,RBL1050RP,THE REDHILL PENINSULA||Phase 4|Block 1,白筆山道THE REDHILL PENINSULA|Phase4|Block1,白筆山道THE REDHILL PENINSULA|Phase4|Block1|8|B,大潭/石澳,1992,28,,18 PAK PAT SHAN RD,18 白筆山道,"18 PAK PAT SHAN RD,Hong Kong",18 PAK PAT SHAN RD|18 白筆山道,"紅山半島4期,1座,白筆山道","THE REDHILL PENINSULA(Phase 4),Block 1,PAK PAT SHAN RD","紅山半島,1座,白筆山道,香港","THE REDHILL PENINSULA,Block 1,PAK PAT SHAN RD,Hong Kong","THE REDHILL PENINSULA(Phase 4),Block 1,PAK PAT SHAN RD|紅山半島4期,1座,白筆山道","THE REDHILL PENINSULA(Phase 4),Block 1,PAK PAT SHAN RD|紅山半島4期,1座,白筆山道|8|Bconsid38.5",8,32028.598800303214
1337,16062001020029,ASP,2016-06-10,RES,blank,1990/12,33.5,2054,1717,16310,19510.774606872452,GFA INCL BW:9 SF& A/C PLANT RM:40 SFCPS 48 CP4/F ,blank,4521689,16062001020029,A,28.0,4,blank,blank,,PACIFIC VIEW,浪琴園,TAI TAM RD,大潭道,38,blank,HTT,RBL1086RP,PACIFIC VIEW||Phase |Block 4,大潭道PACIFIC VIEW|Phase|Block4,大潭道PACIFIC VIEW|Phase|Block4|28|A,大潭/石澳,1990,30,,38 TAI TAM RD,38 大潭道,"38 TAI TAM RD,Hong Kong",38 TAI TAM RD|38 大潭道,"浪琴園4座,大潭道","PACIFIC VIEW(Block 4),TAI TAM RD","浪琴園,4座,大潭道,香港","PACIFIC VIEW,Block 4,TAI TAM RD,Hong Kong","PACIFIC VIEW(Block 4),TAI TAM RD|浪琴園4座,大潭道","PACIFIC VIEW(Block 4),TAI TAM RD|浪琴園4座,大潭道|28|Aconsid33.5",28,25564.20431590888
1338,16070501090012,ASP,2016-06-23,RES,blank,1992/07,19.932,0,958,0,20805.845511482254,+BW:9 SFAREA INCL BAL:31 SF+A/C RM:50 SFCPS 260 ON CPL1/F ,blank,4527913,16070501090012,B,3.0,10,4,blank,,THE REDHILL PENINSULA,紅山半島,PAK PAT SHAN RD,白筆山道,18,blank,HTT,RBL1050RP,THE REDHILL PENINSULA||Phase 4|Block 10,白筆山道THE REDHILL PENINSULA|Phase4|Block10,白筆山道THE REDHILL PENINSULA|Phase4|Block10|3|B,大潭/石澳,1992,28,,18 PAK PAT SHAN RD,18 白筆山道,"18 PAK PAT SHAN RD,Hong Kong",18 PAK PAT SHAN RD|18 白筆山道,"紅山半島4期,10座,白筆山道","THE REDHILL PENINSULA(Phase 4),Block 10,PAK PAT SHAN RD","紅山半島,10座,白筆山道,香港","THE REDHILL PENINSULA,Block 10,PAK PAT SHAN RD,Hong Kong","THE REDHILL PENINSULA(Phase 4),Block 10,PAK PAT SHAN RD|紅山半島4期,10座,白筆山道","THE REDHILL PENINSULA(Phase 4),Block 10,PAK PAT SHAN RD|紅山半島4期,10座,白筆山道|3|Bconsid19.932",3,27261.085033159958
1339,16070600460025,ASP,2016-06-20,RES,blank,1992/07,22.504,0,1017,0,22127.826941986234,+BW:17 SFAREA INCL BAL:31 SF+A/C RM:52 SFCPS 136 ON CPL1/F ,blank,4528498,16070600460025,A,7.0,3,4,blank,,THE REDHILL PENINSULA,紅山半島,PAK PAT SHAN RD,白筆山道,18,blank,HTT,RBL1050RP,THE REDHILL PENINSULA||Phase 4|Block 3,白筆山道THE REDHILL PENINSULA|Phase4|Block3,白筆山道THE REDHILL PENINSULA|Phase4|Block3|7|A,大潭/石澳,1992,28,,18 PAK PAT SHAN RD,18 白筆山道,"18 PAK PAT SHAN RD,Hong Kong",18 PAK PAT SHAN RD|18 白筆山道,"紅山半島4期,3座,白筆山道","THE REDHILL PENINSULA(Phase 4),Block 3,PAK PAT SHAN RD","紅山半島,3座,白筆山道,香港","THE REDHILL PENINSULA,Block 3,PAK PAT SHAN RD,Hong Kong","THE REDHILL PENINSULA(Phase 4),Block 3,PAK PAT SHAN RD|紅山半島4期,3座,白筆山道","THE REDHILL PENINSULA(Phase 4),Block 3,PAK PAT SHAN RD|紅山半島4期,3座,白筆山道|7|Aconsid22.504",7,28993.225559212533
1340,16071900760064,ASP,2016-07-07,RES,blank,1990/12,24.5,1772,1477,13826,16587.677725118483,GFA INCL BW:7 SFCPS 11 ON CP3/F ,blank,4534090,16071900760064,A,8.0,1,blank,blank,,PACIFIC VIEW,浪琴園,TAI TAM RD,大潭道,38,blank,HTT,RBL1086RP,PACIFIC VIEW||Phase |Block 1,大潭道PACIFIC VIEW|Phase|Block1,大潭道PACIFIC VIEW|Phase|Block1|8|A,大潭/石澳,1990,30,,38 TAI TAM RD,38 大潭道,"38 TAI TAM RD,Hong Kong",38 TAI TAM RD|38 大潭道,"浪琴園1座,大潭道","PACIFIC VIEW(Block 1),TAI TAM RD","浪琴園,1座,大潭道,香港","PACIFIC VIEW,Block 1,TAI TAM RD,Hong Kong","PACIFIC VIEW(Block 1),TAI TAM RD|浪琴園1座,大潭道","PACIFIC VIEW(Block 1),TAI TAM RD|浪琴園1座,大潭道|8|Aconsid24.5",8,21649.546579339254
1341,16072601010049,ASP,2016-07-15,RES,blank,1992/07,37.203,0,1582,0,23516.43489254109,+BW:33 SFAREA INCL BAL:31 SF+A/C RM:80 SFCPS 120 ON CPL1/F ,blank,4537392,16072601010049,A,6.0,1,4,blank,,THE REDHILL PENINSULA,紅山半島,PAK PAT SHAN RD,白筆山道,18,blank,HTT,RBL1050RP,THE REDHILL PENINSULA||Phase 4|Block 1,白筆山道THE REDHILL PENINSULA|Phase4|Block1,白筆山道THE REDHILL PENINSULA|Phase4|Block1|6|A,大潭/石澳,1992,28,,18 PAK PAT SHAN RD,18 白筆山道,"18 PAK PAT SHAN RD,Hong Kong",18 PAK PAT SHAN RD|18 白筆山道,"紅山半島4期,1座,白筆山道","THE REDHILL PENINSULA(Phase 4),Block 1,PAK PAT SHAN RD","紅山半島,1座,白筆山道,香港","THE REDHILL PENINSULA,Block 1,PAK PAT SHAN RD,Hong Kong","THE REDHILL PENINSULA(Phase 4),Block 1,PAK PAT SHAN RD|紅山半島4期,1座,白筆山道","THE REDHILL PENINSULA(Phase 4),Block 1,PAK PAT SHAN RD|紅山半島4期,1座,白筆山道|6|Aconsid37.203",6,30692.672055902913
1343,16072901830045,ASP,2016-07-06,RES,blank,1992/07,33.218,0,1575,0,21090.793650793654,+BW:17 SFAREA INCL BAL:31 SF+A/C RM:80 SFCPS 77 ON CPL1/F ,blank,4539400,16072901830045,A,6.0,7,4,blank,,THE REDHILL PENINSULA,紅山半島,PAK PAT SHAN RD,白筆山道,18,blank,HTT,RBL1050RP,THE REDHILL PENINSULA||Phase 4|Block 7,白筆山道THE REDHILL PENINSULA|Phase4|Block7,白筆山道THE REDHILL PENINSULA|Phase4|Block7|6|A,大潭/石澳,1992,28,,18 PAK PAT SHAN RD,18 白筆山道,"18 PAK PAT SHAN RD,Hong Kong",18 PAK PAT SHAN RD|18 白筆山道,"紅山半島4期,7座,白筆山道","THE REDHILL PENINSULA(Phase 4),Block 7,PAK PAT SHAN RD","紅山半島,7座,白筆山道,香港","THE REDHILL PENINSULA,Block 7,PAK PAT SHAN RD,Hong Kong","THE REDHILL PENINSULA(Phase 4),Block 7,PAK PAT SHAN RD|紅山半島4期,7座,白筆山道","THE REDHILL PENINSULA(Phase 4),Block 7,PAK PAT SHAN RD|紅山半島4期,7座,白筆山道|6|Aconsid33.218",6,27526.826063581986
1344,16080301280018,ASP,2016-07-08,RES,blank,1992/07,20.872,0,1017,0,20523.107177974434,+BW:17 SFAREA INCL BAL:31 SF+A/C RM:52 SFCPS 83 ON CPL2/F ,blank,4540721,16080301280018,B,5.0,6,4,blank,,THE REDHILL PENINSULA,紅山半島,PAK PAT SHAN RD,白筆山道,18,blank,HTT,RBL1050RP,THE REDHILL PENINSULA||Phase 4|Block 6,白筆山道THE REDHILL PENINSULA|Phase4|Block6,白筆山道THE REDHILL PENINSULA|Phase4|Block6|5|B,大潭/石澳,1992,28,,18 PAK PAT SHAN RD,18 白筆山道,"18 PAK PAT SHAN RD,Hong Kong",18 PAK PAT SHAN RD|18 白筆山道,"紅山半島4期,6座,白筆山道","THE REDHILL PENINSULA(Phase 4),Block 6,PAK PAT SHAN RD","紅山半島,6座,白筆山道,香港","THE REDHILL PENINSULA,Block 6,PAK PAT SHAN RD,Hong Kong","THE REDHILL PENINSULA(Phase 4),Block 6,PAK PAT SHAN RD|紅山半島4期,6座,白筆山道","THE REDHILL PENINSULA(Phase 4),Block 6,PAK PAT SHAN RD|紅山半島4期,6座,白筆山道|5|Bconsid20.872",5,26785.905306654713
1345,16080501710024,ASP,2016-07-25,RES,blank,1992/07,21.874,0,1017,0,21508.357915437562,+BW:17 SFAREA INCL BAL:31 SF+A/C RM:52 SFCPS 138 ON CP1/F ,blank,4541954,16080501710024,B,15.0,3,4,blank,,THE REDHILL PENINSULA,紅山半島,PAK PAT SHAN RD,白筆山道,18,blank,HTT,RBL1050RP,THE REDHILL PENINSULA||Phase 4|Block 3,白筆山道THE REDHILL PENINSULA|Phase4|Block3,白筆山道THE REDHILL PENINSULA|Phase4|Block3|15|B,大潭/石澳,1992,28,,18 PAK PAT SHAN RD,18 白筆山道,"18 PAK PAT SHAN RD,Hong Kong",18 PAK PAT SHAN RD|18 白筆山道,"紅山半島4期,3座,白筆山道","THE REDHILL PENINSULA(Phase 4),Block 3,PAK PAT SHAN RD","紅山半島,3座,白筆山道,香港","THE REDHILL PENINSULA,Block 3,PAK PAT SHAN RD,Hong Kong","THE REDHILL PENINSULA(Phase 4),Block 3,PAK PAT SHAN RD|紅山半島4期,3座,白筆山道","THE REDHILL PENINSULA(Phase 4),Block 3,PAK PAT SHAN RD|紅山半島4期,3座,白筆山道|15|Bconsid21.874",15,28071.813562560616
1346,16080900780345,ASP,2016-07-27,RES,blank,1992/07,34.29,0,1575,0,21771.428571428572,+BW:33 SFAREA INCL BAL:31 SF+A/C RM:80 SFCPS 81 ON CPL1/F ,blank,4543410,16080900780345,A,10.0,7,4,blank,,THE REDHILL PENINSULA,紅山半島,PAK PAT SHAN RD,白筆山道,18,blank,HTT,RBL1050RP,THE REDHILL PENINSULA||Phase 4|Block 7,白筆山道THE REDHILL PENINSULA|Phase4|Block7,白筆山道THE REDHILL PENINSULA|Phase4|Block7|10|A,大潭/石澳,1992,28,,18 PAK PAT SHAN RD,18 白筆山道,"18 PAK PAT SHAN RD,Hong Kong",18 PAK PAT SHAN RD|18 白筆山道,"紅山半島4期,7座,白筆山道","THE REDHILL PENINSULA(Phase 4),Block 7,PAK PAT SHAN RD","紅山半島,7座,白筆山道,香港","THE REDHILL PENINSULA,Block 7,PAK PAT SHAN RD,Hong Kong","THE REDHILL PENINSULA(Phase 4),Block 7,PAK PAT SHAN RD|紅山半島4期,7座,白筆山道","THE REDHILL PENINSULA(Phase 4),Block 7,PAK PAT SHAN RD|紅山半島4期,7座,白筆山道|10|Aconsid34.29",10,28415.162433627138
1347,16081202450055,ASP,2016-07-26,RES,blank,1992/07,34.622,0,1575,0,21982.222222222223,+BW:33 SFAREA INCL BAL:31 SF+A/C RM:80 SFCPS 84180 ON CPL2/F ,blank,4545405,16081202450055,A,8.0,7,4,blank,,THE REDHILL PENINSULA,紅山半島,PAK PAT SHAN RD,白筆山道,18,blank,HTT,RBL1050RP,THE REDHILL PENINSULA||Phase 4|Block 7,白筆山道THE REDHILL PENINSULA|Phase4|Block7,白筆山道THE REDHILL PENINSULA|Phase4|Block7|8|A,大潭/石澳,1992,28,,18 PAK PAT SHAN RD,18 白筆山道,"18 PAK PAT SHAN RD,Hong Kong",18 PAK PAT SHAN RD|18 白筆山道,"紅山半島4期,7座,白筆山道","THE REDHILL PENINSULA(Phase 4),Block 7,PAK PAT SHAN RD","紅山半島,7座,白筆山道,香港","THE REDHILL PENINSULA,Block 7,PAK PAT SHAN RD,Hong Kong","THE REDHILL PENINSULA(Phase 4),Block 7,PAK PAT SHAN RD|紅山半島4期,7座,白筆山道","THE REDHILL PENINSULA(Phase 4),Block 7,PAK PAT SHAN RD|紅山半島4期,7座,白筆山道|8|Aconsid34.622",8,28690.2815333053
1348,16081601460079,ASP,2016-07-29,RES,blank,1992/07,23.667,0,1017,0,23271.386430678467,+BW:17 SFAREA INCL BAL:31 SF+A/C RM:52 SFCPS 108 ON CPL1/F ,blank,4546642,16081601460079,A,15.0,3,4,blank,,THE REDHILL PENINSULA,紅山半島,PAK PAT SHAN RD,白筆山道,18,blank,HTT,RBL1050RP,THE REDHILL PENINSULA||Phase 4|Block 3,白筆山道THE REDHILL PENINSULA|Phase4|Block3,白筆山道THE REDHILL PENINSULA|Phase4|Block3|15|A,大潭/石澳,1992,28,,18 PAK PAT SHAN RD,18 白筆山道,"18 PAK PAT SHAN RD,Hong Kong",18 PAK PAT SHAN RD|18 白筆山道,"紅山半島4期,3座,白筆山道","THE REDHILL PENINSULA(Phase 4),Block 3,PAK PAT SHAN RD","紅山半島,3座,白筆山道,香港","THE REDHILL PENINSULA,Block 3,PAK PAT SHAN RD,Hong Kong","THE REDHILL PENINSULA(Phase 4),Block 3,PAK PAT SHAN RD|紅山半島4期,3座,白筆山道","THE REDHILL PENINSULA(Phase 4),Block 3,PAK PAT SHAN RD|紅山半島4期,3座,白筆山道|15|Aconsid23.667",15,30372.845002519985
1349,16082200080026,ASP,2016-07-29,RES,blank,1992/07,23.075,0,950,0,24289.473684210527,+BW:9 SFAREA INCL BAL:31 SF+A/C RM:50 SF+RF:821 SFCPS 263264 ON CPL1/F ,blank,4549661,16082200080026,A,5.0,10,4,blank,,THE REDHILL PENINSULA,紅山半島,PAK PAT SHAN RD,白筆山道,18,blank,HTT,RBL1050RP,THE REDHILL PENINSULA||Phase 4|Block 10,白筆山道THE REDHILL PENINSULA|Phase4|Block10,白筆山道THE REDHILL PENINSULA|Phase4|Block10|5|A,大潭/石澳,1992,28,,18 PAK PAT SHAN RD,18 白筆山道,"18 PAK PAT SHAN RD,Hong Kong",18 PAK PAT SHAN RD|18 白筆山道,"紅山半島4期,10座,白筆山道","THE REDHILL PENINSULA(Phase 4),Block 10,PAK PAT SHAN RD","紅山半島,10座,白筆山道,香港","THE REDHILL PENINSULA,Block 10,PAK PAT SHAN RD,Hong Kong","THE REDHILL PENINSULA(Phase 4),Block 10,PAK PAT SHAN RD|紅山半島4期,10座,白筆山道","THE REDHILL PENINSULA(Phase 4),Block 10,PAK PAT SHAN RD|紅山半島4期,10座,白筆山道|5|Aconsid23.075",5,31701.610112526752
1350,16083000990011,ASP,2016-08-17,RES,blank,1992/07,23.109,0,1017,0,22722.713864306785,+BW:17 SFAREA INCL BAL:31 SF+A/C RM:52 SFCPS 135 ON CPL1/F ,blank,4553885,16083000990011,B,9.0,3,4,blank,,THE REDHILL PENINSULA,紅山半島,PAK PAT SHAN RD,白筆山道,18,blank,HTT,RBL1050RP,THE REDHILL PENINSULA||Phase 4|Block 3,白筆山道THE REDHILL PENINSULA|Phase4|Block3,白筆山道THE REDHILL PENINSULA|Phase4|Block3|9|B,大潭/石澳,1992,28,,18 PAK PAT SHAN RD,18 白筆山道,"18 PAK PAT SHAN RD,Hong Kong",18 PAK PAT SHAN RD|18 白筆山道,"紅山半島4期,3座,白筆山道","THE REDHILL PENINSULA(Phase 4),Block 3,PAK PAT SHAN RD","紅山半島,3座,白筆山道,香港","THE REDHILL PENINSULA,Block 3,PAK PAT SHAN RD,Hong Kong","THE REDHILL PENINSULA(Phase 4),Block 3,PAK PAT SHAN RD|紅山半島4期,3座,白筆山道","THE REDHILL PENINSULA(Phase 4),Block 3,PAK PAT SHAN RD|紅山半島4期,3座,白筆山道|9|Bconsid23.109",9,28942.462074037376
1351,16090101010072,ASP,2016-08-11,RES,blank,1992/07,23.566,0,1017,0,23172.074729596854,+BW:17 SFAREA INCL BAL:31 SF+A/C RM:52 SFCPS 139 ON CPL1/F ,blank,4554497,16090101010072,A,14.0,3,4,blank,,THE REDHILL PENINSULA,紅山半島,PAK PAT SHAN RD,白筆山道,18,blank,HTT,RBL1050RP,THE REDHILL PENINSULA||Phase 4|Block 3,白筆山道THE REDHILL PENINSULA|Phase4|Block3,白筆山道THE REDHILL PENINSULA|Phase4|Block3|14|A,大潭/石澳,1992,28,,18 PAK PAT SHAN RD,18 白筆山道,"18 PAK PAT SHAN RD,Hong Kong",18 PAK PAT SHAN RD|18 白筆山道,"紅山半島4期,3座,白筆山道","THE REDHILL PENINSULA(Phase 4),Block 3,PAK PAT SHAN RD","紅山半島,3座,白筆山道,香港","THE REDHILL PENINSULA,Block 3,PAK PAT SHAN RD,Hong Kong","THE REDHILL PENINSULA(Phase 4),Block 3,PAK PAT SHAN RD|紅山半島4期,3座,白筆山道","THE REDHILL PENINSULA(Phase 4),Block 3,PAK PAT SHAN RD|紅山半島4期,3座,白筆山道|14|Aconsid23.566",14,29514.823715295548
1352,16090201380054,ASP,2016-08-23,RES,blank,1992/07,23.768,0,1017,0,23370.69813176008,+BW:17 SFAREA INCL BAL:31 SF+A/C RM:52 SFCPS 106 ON CPL1/F ,blank,4555332,16090201380054,A,16.0,3,4,blank,,THE REDHILL PENINSULA,紅山半島,PAK PAT SHAN RD,白筆山道,18,blank,HTT,RBL1050RP,THE REDHILL PENINSULA||Phase 4|Block 3,白筆山道THE REDHILL PENINSULA|Phase4|Block3,白筆山道THE REDHILL PENINSULA|Phase4|Block3|16|A,大潭/石澳,1992,28,,18 PAK PAT SHAN RD,18 白筆山道,"18 PAK PAT SHAN RD,Hong Kong",18 PAK PAT SHAN RD|18 白筆山道,"紅山半島4期,3座,白筆山道","THE REDHILL PENINSULA(Phase 4),Block 3,PAK PAT SHAN RD","紅山半島,3座,白筆山道,香港","THE REDHILL PENINSULA,Block 3,PAK PAT SHAN RD,Hong Kong","THE REDHILL PENINSULA(Phase 4),Block 3,PAK PAT SHAN RD|紅山半島4期,3座,白筆山道","THE REDHILL PENINSULA(Phase 4),Block 3,PAK PAT SHAN RD|紅山半島4期,3座,白筆山道|16|Aconsid23.768",16,29767.81507532651
1353,16092201140014,ASP,2016-09-02,RES,blank,1990/12,33.48,2054,1717,16300,19499.126383226554,GFA INCL BW:9 SFCPS 116 ON CPL2/F ,blank,4564929,16092201140014,A,18.0,3,blank,blank,,PACIFIC VIEW,浪琴園,TAI TAM RD,大潭道,38,blank,HTT,RBL1086RP,PACIFIC VIEW||Phase |Block 3,大潭道PACIFIC VIEW|Phase|Block3,大潭道PACIFIC VIEW|Phase|Block3|18|A,大潭/石澳,1990,30,,38 TAI TAM RD,38 大潭道,"38 TAI TAM RD,Hong Kong",38 TAI TAM RD|38 大潭道,"浪琴園3座,大潭道","PACIFIC VIEW(Block 3),TAI TAM RD","浪琴園,3座,大潭道,香港","PACIFIC VIEW,Block 3,TAI TAM RD,Hong Kong","PACIFIC VIEW(Block 3),TAI TAM RD|浪琴園3座,大潭道","PACIFIC VIEW(Block 3),TAI TAM RD|浪琴園3座,大潭道|18|Aconsid33.48",18,23683.10183190377
1354,16100701270091,ASP,2016-09-26,RES,blank,1990/12,27.3,1772,1477,15406,18483.412322274882,GFA INCL BW:7 SFCPS 20 ON CP5/F ,blank,4575782,16100701270091,B,14.0,5,blank,blank,,PACIFIC VIEW,浪琴園,TAI TAM RD,大潭道,38,blank,HTT,RBL1086RP,PACIFIC VIEW||Phase |Block 5,大潭道PACIFIC VIEW|Phase|Block5,大潭道PACIFIC VIEW|Phase|Block5|14|B,大潭/石澳,1990,30,,38 TAI TAM RD,38 大潭道,"38 TAI TAM RD,Hong Kong",38 TAI TAM RD|38 大潭道,"浪琴園5座,大潭道","PACIFIC VIEW(Block 5),TAI TAM RD","浪琴園,5座,大潭道,香港","PACIFIC VIEW,Block 5,TAI TAM RD,Hong Kong","PACIFIC VIEW(Block 5),TAI TAM RD|浪琴園5座,大潭道","PACIFIC VIEW(Block 5),TAI TAM RD|浪琴園5座,大潭道|14|Bconsid27.3",14,22449.443509738747
1355,16102001730013,ASP,2016-10-07,RES,blank,1992/07,21.698,0,1017,0,21335.299901671584,+BW:17 SFAREA INCL BAL:31 SF+A/C RM:52 SFCPS 61 ON CPL1/F ,blank,4582907,16102001730013,B,9.0,6,4,blank,,THE REDHILL PENINSULA,紅山半島,PAK PAT SHAN RD,白筆山道,18,blank,HTT,RBL1050RP,THE REDHILL PENINSULA||Phase 4|Block 6,白筆山道THE REDHILL PENINSULA|Phase4|Block6,白筆山道THE REDHILL PENINSULA|Phase4|Block6|9|B,大潭/石澳,1992,28,,18 PAK PAT SHAN RD,18 白筆山道,"18 PAK PAT SHAN RD,Hong Kong",18 PAK PAT SHAN RD|18 白筆山道,"紅山半島4期,6座,白筆山道","THE REDHILL PENINSULA(Phase 4),Block 6,PAK PAT SHAN RD","紅山半島,6座,白筆山道,香港","THE REDHILL PENINSULA,Block 6,PAK PAT SHAN RD,Hong Kong","THE REDHILL PENINSULA(Phase 4),Block 6,PAK PAT SHAN RD|紅山半島4期,6座,白筆山道","THE REDHILL PENINSULA(Phase 4),Block 6,PAK PAT SHAN RD|紅山半島4期,6座,白筆山道|9|Bconsid21.698",9,25324.756699307334
