,memo_no,nat_instr,instr_date,usage,cp_incl,op_date,consid,gfa,nfa,gpsf,npsf,remark1,remark2,MW_data_code,memo_no.1,unit,floor,block,phase,bldg_name_en,bldg_name_ch,est_name_en,est_name_ch,st_name_en,st_name_ch,st_no_start,st_no_end,d_code,lot_no,bldg_ph_blk,st_bldg_ph_blk,subject_pty,code_chinese,op_year,bldg_age,bldg_name_ench,st_address_en,st_address_ch,st_address,ch_address,en_address,final_address,final_address_consid,floor_copy,time_adj_npsf
1869,16110902000119,ASP,2016-10-27,RES,blank,2016/02,652.0,0,8855,0,73630.71710897797,AREA INCLBAL:370 SFUTILITY PLATFORM32SF ,blank,4594027,16110902000119,whole floor,11.0,A-B,2,blank,,MOUNT NICHOLSON,MOUNT NICHOLSON,MOUNT NICHOLSON RD,聶歌信山道,8,blank,HP,IL9007,MOUNT NICHOLSON||Phase 2|Block A-B,聶歌信山道MOUNT NICHOLSON|Phase2|BlockA-B,聶歌信山道MOUNT NICHOLSON|Phase2|BlockA-B|11|,山頂,2016,4,,8 MOUNT NICHOLSON RD,8 聶歌信山道,8 MOUNT NICHOLSON RD|8 聶歌信山道,"MOUNT NICHOLSONA-B座,聶歌信山道","MOUNT NICHOLSON(BLOCK A-B),MOUNT NICHOLSON RD","MOUNT NICHOLSON(Block A-B),MOUNT NICHOLSON RD|MOUNT NICHOLSONA-B座,聶歌信山道","MOUNT NICHOLSON(Block A-B),MOUNT NICHOLSON RD|MOUNT NICHOLSONA-B座,聶歌信山道|11|whole floorconsid652.0",11,183644.66469857792
1870,16111001010091,ASP,2016-10-19,RES,blank,1990/11,47.8,1993,1662,23984,28760.529482551145,CPS 34 ON CP3/FSPACE 34A ON CPL3/F ,blank,4594919,16111001010091,2,13.0,B,blank,blank,,NICHOLSON TOWER,蔚豪苑,WONG NAI CHUNG GAP RD,黃泥涌峽道,8,blank,HP,IL8666,NICHOLSON TOWER||Phase |Block B,黃泥涌峽道NICHOLSON TOWER|Phase|BlockB,黃泥涌峽道NICHOLSON TOWER|Phase|BlockB|13|2,山頂,1990,30,,8 WONG NAI CHUNG GAP RD,8 黃泥涌峽道,8 WONG NAI CHUNG GAP RD|8 黃泥涌峽道,"蔚豪苑B座,黃泥涌峽道","NICHOLSON TOWER(BLOCK B),WONG NAI CHUNG GAP RD","NICHOLSON TOWER(Block B),WONG NAI CHUNG GAP RD|蔚豪苑B座,黃泥涌峽道","NICHOLSON TOWER(Block B),WONG NAI CHUNG GAP RD|蔚豪苑B座,黃泥涌峽道|13|2consid47.8",13,71732.53230115095
1871,16111401670045,ASP,2016-10-27,RES,blank,2016/02,644.644,0,8855,0,72800.0,AREA INCLBAL:370 SFUTILITY PLATFORM32SF ,blank,4596639,16111401670045,whole floor,10.0,A-B,2,blank,,MOUNT NICHOLSON,MOUNT NICHOLSON,MOUNT NICHOLSON RD,聶歌信山道,8,blank,HP,IL9007,MOUNT NICHOLSON||Phase 2|Block A-B,聶歌信山道MOUNT NICHOLSON|Phase2|BlockA-B,聶歌信山道MOUNT NICHOLSON|Phase2|BlockA-B|10|,山頂,2016,4,,8 MOUNT NICHOLSON RD,8 聶歌信山道,8 MOUNT NICHOLSON RD|8 聶歌信山道,"MOUNT NICHOLSONA-B座,聶歌信山道","MOUNT NICHOLSON(BLOCK A-B),MOUNT NICHOLSON RD","MOUNT NICHOLSON(Block A-B),MOUNT NICHOLSON RD|MOUNT NICHOLSONA-B座,聶歌信山道","MOUNT NICHOLSON(Block A-B),MOUNT NICHOLSON RD|MOUNT NICHOLSONA-B座,聶歌信山道|10|whole floorconsid644.644",10,181572.7472851995
1872,16111401670052,ASP,2016-10-27,RES,blank,2016/02,646.415,0,8855,0,73000.0,AREA INCLBAL:370 SFUTILITY PLATFORM32SF ,blank,4596640,16111401670052,whole floor,9.0,A-B,2,blank,,MOUNT NICHOLSON,MOUNT NICHOLSON,MOUNT NICHOLSON RD,聶歌信山道,8,blank,HP,IL9007,MOUNT NICHOLSON||Phase 2|Block A-B,聶歌信山道MOUNT NICHOLSON|Phase2|BlockA-B,聶歌信山道MOUNT NICHOLSON|Phase2|BlockA-B|9|,山頂,2016,4,,8 MOUNT NICHOLSON RD,8 聶歌信山道,8 MOUNT NICHOLSON RD|8 聶歌信山道,"MOUNT NICHOLSONA-B座,聶歌信山道","MOUNT NICHOLSON(BLOCK A-B),MOUNT NICHOLSON RD","MOUNT NICHOLSON(Block A-B),MOUNT NICHOLSON RD|MOUNT NICHOLSONA-B座,聶歌信山道","MOUNT NICHOLSON(Block A-B),MOUNT NICHOLSON RD|MOUNT NICHOLSONA-B座,聶歌信山道|9|whole floorconsid646.415",9,182071.57351400497
1873,16111401670061,ASP,2016-10-27,RES,blank,2016/02,272.78,0,4289,0,63599.9067381674,AREA INCLBAL:183 SFUTILITY PLATFORM16SF ,blank,4596641,16111401670061,whole floor,7.0,B,2,blank,,MOUNT NICHOLSON,MOUNT NICHOLSON,MOUNT NICHOLSON RD,聶歌信山道,8,blank,HP,IL9007,MOUNT NICHOLSON||Phase 2|Block B,聶歌信山道MOUNT NICHOLSON|Phase2|BlockB,聶歌信山道MOUNT NICHOLSON|Phase2|BlockB|7|,山頂,2016,4,,8 MOUNT NICHOLSON RD,8 聶歌信山道,8 MOUNT NICHOLSON RD|8 聶歌信山道,"MOUNT NICHOLSONB座,聶歌信山道","MOUNT NICHOLSON(BLOCK B),MOUNT NICHOLSON RD","MOUNT NICHOLSON(Block B),MOUNT NICHOLSON RD|MOUNT NICHOLSONB座,聶歌信山道","MOUNT NICHOLSON(Block B),MOUNT NICHOLSON RD|MOUNT NICHOLSONB座,聶歌信山道|7|whole floorconsid272.78",7,158626.5081529056
1874,16111401830087,ASP,2016-10-27,RES,blank,2016/02,685.7760000000002,0,8792,0,78000.00000000003,AREA INCLBAL:510 SFUTILITY PLATFORM32SF ,blank,4596642,16111401830087,whole floor,15.0,A-B,2,blank,,MOUNT NICHOLSON,MOUNT NICHOLSON,MOUNT NICHOLSON RD,聶歌信山道,8,blank,HP,IL9007,MOUNT NICHOLSON||Phase 2|Block A-B,聶歌信山道MOUNT NICHOLSON|Phase2|BlockA-B,聶歌信山道MOUNT NICHOLSON|Phase2|BlockA-B|15|,山頂,2016,4,,8 MOUNT NICHOLSON RD,8 聶歌信山道,8 MOUNT NICHOLSON RD|8 聶歌信山道,"MOUNT NICHOLSONA-B座,聶歌信山道","MOUNT NICHOLSON(BLOCK A-B),MOUNT NICHOLSON RD","MOUNT NICHOLSON(Block A-B),MOUNT NICHOLSON RD|MOUNT NICHOLSONA-B座,聶歌信山道","MOUNT NICHOLSON(Block A-B),MOUNT NICHOLSON RD|MOUNT NICHOLSONA-B座,聶歌信山道|15|whole floorconsid685.7760000000002",15,194542.2292341424
1876,16112402060019,PRO-ASP,2016-10-25,RES,blank,1965/04,72.25,0,2920,0,24743.15068493151,blank,blank,4602794,16112402060019,1,12.0,F,blank,blank,,VILLA MONTE ROSA,玫瑰新村,STUBBS RD,司徒拔道,41A,blank,HP,IL3550sA,VILLA MONTE ROSA||Phase |Block F,司徒拔道VILLA MONTE ROSA|Phase|BlockF,司徒拔道VILLA MONTE ROSA|Phase|BlockF|12|1,山頂,1965,55,,41A STUBBS RD,41A 司徒拔道,41A STUBBS RD|41A 司徒拔道,"玫瑰新村F座,司徒拔道","VILLA MONTE ROSA(BLOCK F),STUBBS RD","VILLA MONTE ROSA(Block F),STUBBS RD|玫瑰新村F座,司徒拔道","VILLA MONTE ROSA(Block F),STUBBS RD|玫瑰新村F座,司徒拔道|12|1consid72.25",12,61712.66272465218
1878,16112802160018,ASP,2016-11-04,RES,blank,1970/11,45.0,2600,2380,17308,18907.563025210085,CPS 219 ON 2/F ,blank,4605078,16112802160018,2,7.0,B,blank,blank,,EVERGREEN VILLA,松柏新村,STUBBS RD,司徒拔道,43,blank,HP,IL7891,EVERGREEN VILLA||Phase |Block B,司徒拔道EVERGREEN VILLA|Phase|BlockB,司徒拔道EVERGREEN VILLA|Phase|BlockB|7|2,山頂,1970,50,,43 STUBBS RD,43 司徒拔道,43 STUBBS RD|43 司徒拔道,"松柏新村B座,司徒拔道","EVERGREEN VILLA(BLOCK B),STUBBS RD","EVERGREEN VILLA(Block B),STUBBS RD|松柏新村B座,司徒拔道","EVERGREEN VILLA(Block B),STUBBS RD|松柏新村B座,司徒拔道|7|2consid45.0",7,45168.12846766358
1879,16112901410107,ASP,2016-11-15,RES,blank,1965/04,70.8,0,2920,0,24246.575342465752,CPS 293294 ,blank,4605383,16112901410107,1,7.0,F,blank,blank,,VILLA MONTE ROSA,玫瑰新村,STUBBS RD,司徒拔道,41A,blank,HP,IL3550sA,VILLA MONTE ROSA||Phase |Block F,司徒拔道VILLA MONTE ROSA|Phase|BlockF,司徒拔道VILLA MONTE ROSA|Phase|BlockF|7|1,山頂,1965,55,,41A STUBBS RD,41A 司徒拔道,41A STUBBS RD|41A 司徒拔道,"玫瑰新村F座,司徒拔道","VILLA MONTE ROSA(BLOCK F),STUBBS RD","VILLA MONTE ROSA(Block F),STUBBS RD|玫瑰新村F座,司徒拔道","VILLA MONTE ROSA(Block F),STUBBS RD|玫瑰新村F座,司徒拔道|7|1consid70.8",7,57922.452962824835
1880,16112902330015,ASP,2016-11-10,RES,blank,1970/11,45.0,2600,2380,17308,18907.563025210085,CPS 138 ,blank,4605239,16112902330015,1,6.0,A,blank,blank,,EVERGREEN VILLA,松柏新村,STUBBS RD,司徒拔道,43,blank,HP,IL7891,EVERGREEN VILLA||Phase |Block A,司徒拔道EVERGREEN VILLA|Phase|BlockA,司徒拔道EVERGREEN VILLA|Phase|BlockA|6|1,山頂,1970,50,,43 STUBBS RD,43 司徒拔道,43 STUBBS RD|43 司徒拔道,"松柏新村A座,司徒拔道","EVERGREEN VILLA(BLOCK A),STUBBS RD","EVERGREEN VILLA(Block A),STUBBS RD|松柏新村A座,司徒拔道","EVERGREEN VILLA(Block A),STUBBS RD|松柏新村A座,司徒拔道|6|1consid45.0",6,45168.12846766358
1881,16120202110045,ASP,2016-11-04,RES,blank,1983/11,46.0,2847,2580,16157,17829.457364341084,CPS 1314 ON G/F ,blank,4608419,16120202110045,B,1.0,blank,blank,CAMERON HSE,嘉樂苑,blank,,MAGAZINE GAP RD,馬己仙峽道,40,blank,HP,RBL569,|CAMERON HSE嘉樂苑|Phase |Block ,馬己仙峽道CAMERON HSE嘉樂苑|Phase|Block,馬己仙峽道CAMERON HSE嘉樂苑|Phase|Block|1|B,山頂,1983,37,CAMERON HSE嘉樂苑,40 MAGAZINE GAP RD,40 馬己仙峽道,40 MAGAZINE GAP RD|40 馬己仙峽道,"嘉樂苑,馬己仙峽道","CAMERON HSE,MAGAZINE GAP RD","CAMERON HSE,MAGAZINE GAP RD|嘉樂苑,馬己仙峽道","CAMERON HSE,MAGAZINE GAP RD|嘉樂苑,馬己仙峽道|1|Bconsid46.0",1,42592.65034142815
1882,16120501410019,ASP,2016-11-11,RES,blank,1983/11,160.0,2847,2580,56200,62015.50387596899,CPS 1919A ON G/FCPS 2020A ON G/F+RF ,blank,4609240,16120501410019,A,7.0,blank,blank,CAMERON HSE,嘉樂苑,blank,,MAGAZINE GAP RD,馬己仙峽道,40,blank,HP,RBL569,|CAMERON HSE嘉樂苑|Phase |Block ,馬己仙峽道CAMERON HSE嘉樂苑|Phase|Block,馬己仙峽道CAMERON HSE嘉樂苑|Phase|Block|7|A,山頂,1983,37,CAMERON HSE嘉樂苑,40 MAGAZINE GAP RD,40 馬己仙峽道,40 MAGAZINE GAP RD|40 馬己仙峽道,"嘉樂苑,馬己仙峽道","CAMERON HSE,MAGAZINE GAP RD","CAMERON HSE,MAGAZINE GAP RD|嘉樂苑,馬己仙峽道","CAMERON HSE,MAGAZINE GAP RD|嘉樂苑,馬己仙峽道|7|Aconsid160.0",7,148148.34901366313
1883,16120900590029,ASP,2016-11-15,RES,blank,2016/02,312.0,0,4566,0,68331.1432325887,AREA INCLBAL:187 SFUTILITY PLATFORM16SF ,blank,4612227,16120900590029,whole floor,7.0,A,2,blank,,MOUNT NICHOLSON,MOUNT NICHOLSON,MOUNT NICHOLSON RD,聶歌信山道,8,blank,HP,IL9007,MOUNT NICHOLSON||Phase 2|Block A,聶歌信山道MOUNT NICHOLSON|Phase2|BlockA,聶歌信山道MOUNT NICHOLSON|Phase2|BlockA|7|,山頂,2016,4,,8 MOUNT NICHOLSON RD,8 聶歌信山道,8 MOUNT NICHOLSON RD|8 聶歌信山道,"MOUNT NICHOLSONA座,聶歌信山道","MOUNT NICHOLSON(BLOCK A),MOUNT NICHOLSON RD","MOUNT NICHOLSON(Block A),MOUNT NICHOLSON RD|MOUNT NICHOLSONA座,聶歌信山道","MOUNT NICHOLSON(Block A),MOUNT NICHOLSON RD|MOUNT NICHOLSONA座,聶歌信山道|7|whole floorconsid312.0",7,163235.730155002
1887,16121400640052,ASP,2016-11-15,RES,blank,2016/02,316.528,0,4289,0,73799.9533690837,AREA INCLBAL:183 SFUTILITY PLATFORM16SF ,blank,4614490,16121400640052,whole floor,8.0,B,2,blank,,MOUNT NICHOLSON,MOUNT NICHOLSON,MOUNT NICHOLSON RD,聶歌信山道,8,blank,HP,IL9007,MOUNT NICHOLSON||Phase 2|Block B,聶歌信山道MOUNT NICHOLSON|Phase2|BlockB,聶歌信山道MOUNT NICHOLSON|Phase2|BlockB|8|,山頂,2016,4,,8 MOUNT NICHOLSON RD,8 聶歌信山道,8 MOUNT NICHOLSON RD|8 聶歌信山道,"MOUNT NICHOLSONB座,聶歌信山道","MOUNT NICHOLSON(BLOCK B),MOUNT NICHOLSON RD","MOUNT NICHOLSON(Block B),MOUNT NICHOLSON RD|MOUNT NICHOLSONB座,聶歌信山道","MOUNT NICHOLSON(Block B),MOUNT NICHOLSON RD|MOUNT NICHOLSONB座,聶歌信山道|8|whole floorconsid316.528",8,176300.1276387556
1891,17021501960061,ASP,2017-01-25,RES,blank,2016/02,593.285,0,8855,0,67000.0,AREA INCLBAL:370 SFUTILITY PLATFORM32SF ,blank,4649528,17021501960061,whole floor,6.0,A-B,2,blank,,MOUNT NICHOLSON,MOUNT NICHOLSON,MOUNT NICHOLSON RD,聶歌信山道,8,blank,HP,IL9007,MOUNT NICHOLSON||Phase 2|Block A-B,聶歌信山道MOUNT NICHOLSON|Phase2|BlockA-B,聶歌信山道MOUNT NICHOLSON|Phase2|BlockA-B|6|,山頂,2016,4,,8 MOUNT NICHOLSON RD,8 聶歌信山道,8 MOUNT NICHOLSON RD|8 聶歌信山道,"MOUNT NICHOLSONA-B座,聶歌信山道","MOUNT NICHOLSON(BLOCK A-B),MOUNT NICHOLSON RD","MOUNT NICHOLSON(Block A-B),MOUNT NICHOLSON RD|MOUNT NICHOLSONA-B座,聶歌信山道","MOUNT NICHOLSON(Block A-B),MOUNT NICHOLSON RD|MOUNT NICHOLSONA-B座,聶歌信山道|6|whole floorconsid593.285",6,167106.78664984019
1892,17022100860026,PRO-ASP,2017-01-26,RES,blank,1972/08,31.5,1720,1520,18314,20723.684210526317,CPS 355 ,blank,4652392,17022100860026,2,8.0,F,blank,blank,,EVERGREEN VILLA,松柏新村,STUBBS RD,司徒拔道,43,blank,HP,IL7891,EVERGREEN VILLA||Phase |Block F,司徒拔道EVERGREEN VILLA|Phase|BlockF,司徒拔道EVERGREEN VILLA|Phase|BlockF|8|2,山頂,1972,48,,43 STUBBS RD,43 司徒拔道,43 STUBBS RD|43 司徒拔道,"松柏新村F座,司徒拔道","EVERGREEN VILLA(BLOCK F),STUBBS RD","EVERGREEN VILLA(Block F),STUBBS RD|松柏新村F座,司徒拔道","EVERGREEN VILLA(Block F),STUBBS RD|松柏新村F座,司徒拔道|8|2consid31.5",8,51687.58620846393
1893,17022301840157,ASP,2017-02-10,RES,blank,2016/02,308.205,0,4566,0,67500.0,AREA INCLBAL:187 SFUTILITY PLATFORM16SF ,blank,4653645,17022301840157,whole floor,5.0,A,2,blank,,MOUNT NICHOLSON,MOUNT NICHOLSON,MOUNT NICHOLSON RD,聶歌信山道,8,blank,HP,IL9007,MOUNT NICHOLSON||Phase 2|Block A,聶歌信山道MOUNT NICHOLSON|Phase2|BlockA,聶歌信山道MOUNT NICHOLSON|Phase2|BlockA|5|,山頂,2016,4,,8 MOUNT NICHOLSON RD,8 聶歌信山道,8 MOUNT NICHOLSON RD|8 聶歌信山道,"MOUNT NICHOLSONA座,聶歌信山道","MOUNT NICHOLSON(BLOCK A),MOUNT NICHOLSON RD","MOUNT NICHOLSON(Block A),MOUNT NICHOLSON RD|MOUNT NICHOLSONA座,聶歌信山道","MOUNT NICHOLSON(Block A),MOUNT NICHOLSON RD|MOUNT NICHOLSONA座,聶歌信山道|5|whole floorconsid308.205",5,37345.35921420604
1894,17030201230142,ASP,2017-02-10,RES,blank,1972/08,30.0,1720,1520,17442,19736.842105263157,CPS 116 ON 1/F ,blank,4656602,17030201230142,1,5.0,F,blank,blank,,EVERGREEN VILLA,松柏新村,STUBBS RD,司徒拔道,43,blank,HP,IL7891,EVERGREEN VILLA||Phase |Block F,司徒拔道EVERGREEN VILLA|Phase|BlockF,司徒拔道EVERGREEN VILLA|Phase|BlockF|5|1,山頂,1972,48,,43 STUBBS RD,43 司徒拔道,43 STUBBS RD|43 司徒拔道,"松柏新村F座,司徒拔道","EVERGREEN VILLA(BLOCK F),STUBBS RD","EVERGREEN VILLA(Block F),STUBBS RD|松柏新村F座,司徒拔道","EVERGREEN VILLA(Block F),STUBBS RD|松柏新村F座,司徒拔道|5|1consid30.0",5,10919.69567666843
1896,17030702250013,PRO-ASP,2017-02-13,RES,blank,1976/07,63.5,0,1920,0,33072.916666666664,CPS 36 ON LG/F ,blank,4658701,17030702250013,A,4.0,blank,blank,blank,,blank,,STUBBS RD,司徒拔道,47A,blank,HP,IL8369,||Phase |Block ,司徒拔道|Phase|Block,司徒拔道|Phase|Block|4|A,山頂,1976,44,,47A STUBBS RD,47A 司徒拔道,47A STUBBS RD|47A 司徒拔道,47A 司徒拔道,47A STUBBS RD,47A STUBBS RD|47A 司徒拔道,47A STUBBS RD|47A 司徒拔道|4|Aconsid63.5,4,18298.073380417307
1898,17032701730018,PRO-ASP,2017-02-28,RES,blank,2003/01,133.8,0,2739,0,48849.94523548741,CPS 3132 ON 6/F ,blank,4669592,17032701730018,A,54.0,blank,blank,HIGHCLIFF,曉廬,blank,,STUBBS RD,司徒拔道,41D,blank,HP,IL8290RP,|HIGHCLIFF曉廬|Phase |Block ,司徒拔道HIGHCLIFF曉廬|Phase|Block,司徒拔道HIGHCLIFF曉廬|Phase|Block|54|A,山頂,2003,17,HIGHCLIFF曉廬,41D STUBBS RD,41D 司徒拔道,41D STUBBS RD|41D 司徒拔道,"曉廬,司徒拔道","HIGHCLIFF,STUBBS RD","HIGHCLIFF,STUBBS RD|曉廬,司徒拔道","HIGHCLIFF,STUBBS RD|曉廬,司徒拔道|54|Aconsid133.8",54,27026.944480201037
1901,17041102220295,ASP,2017-03-27,RES,blank,2016/02,568.0,0,8800,0,64545.454545454544,AREA INCLBAL:320 SFUTILITY PLATFORM32SF ,blank,4679345,17041102220295,whole floor,3.0,A-B,2,blank,,MOUNT NICHOLSON,MOUNT NICHOLSON,MOUNT NICHOLSON RD,聶歌信山道,8,blank,HP,IL9007,MOUNT NICHOLSON||Phase 2|Block A-B,聶歌信山道MOUNT NICHOLSON|Phase2|BlockA-B,聶歌信山道MOUNT NICHOLSON|Phase2|BlockA-B|3|,山頂,2016,4,,8 MOUNT NICHOLSON RD,8 聶歌信山道,8 MOUNT NICHOLSON RD|8 聶歌信山道,"MOUNT NICHOLSONA-B座,聶歌信山道","MOUNT NICHOLSON(BLOCK A-B),MOUNT NICHOLSON RD","MOUNT NICHOLSON(Block A-B),MOUNT NICHOLSON RD|MOUNT NICHOLSONA-B座,聶歌信山道","MOUNT NICHOLSON(Block A-B),MOUNT NICHOLSON RD|MOUNT NICHOLSONA-B座,聶歌信山道|3|whole floorconsid568.0",3,160984.82838722732
1902,17042102540010,MEM-ASP,2017-04-11,RES,blank,2003/01,133.0,0,2739,0,48557.86783497627,CPS 2324 ON 6/F ,blank,4685734,17042102540010,A,56.0,blank,blank,HIGHCLIFF,曉廬,blank,,STUBBS RD,司徒拔道,41D,blank,HP,IL8290RP,|HIGHCLIFF曉廬|Phase |Block ,司徒拔道HIGHCLIFF曉廬|Phase|Block,司徒拔道HIGHCLIFF曉廬|Phase|Block|56|A,山頂,2003,17,HIGHCLIFF曉廬,41D STUBBS RD,41D 司徒拔道,41D STUBBS RD|41D 司徒拔道,"曉廬,司徒拔道","HIGHCLIFF,STUBBS RD","HIGHCLIFF,STUBBS RD|曉廬,司徒拔道","HIGHCLIFF,STUBBS RD|曉廬,司徒拔道|56|Aconsid133.0",56,41691.21426960061
1904,17050401180015,ASP,2017-04-24,RES,blank,1971/11,68.0,0,2030,0,33497.536945812804,COVERED CPS B6 ,blank,4693234,17050401180015,B2,1.0,blank,blank,GUILDFORD COURT,GUILDFORD COURT,blank,,GUILDFORD RD,僑福道,5,blank,HP,RBL874,|GUILDFORD COURT|Phase |Block ,僑福道GUILDFORD COURT|Phase|Block,僑福道GUILDFORD COURT|Phase|Block|1|B2,山頂,1971,49,GUILDFORD COURTGUILDFORD COURT,5 GUILDFORD RD,5 僑福道,5 GUILDFORD RD|5 僑福道,"GUILDFORD COURT,僑福道","GUILDFORD COURT,GUILDFORD RD","GUILDFORD COURT,GUILDFORD RD|GUILDFORD COURT,僑福道","GUILDFORD COURT,GUILDFORD RD|GUILDFORD COURT,僑福道|1|B2consid68.0",1,28760.59128168322
1907,17060802030037,ASP,2017-05-22,RES,blank,1964/12,50.0,0,2270,0,22026.431718061674,CPS 61 ,blank,4714892,17060802030037,60,6.0,C,blank,blank,,BELLEVUE COURT,碧蕙園,STUBBS RD,司徒拔道,41,blank,HP,IL5303RP,BELLEVUE COURT||Phase |Block C,司徒拔道BELLEVUE COURT|Phase|BlockC,司徒拔道BELLEVUE COURT|Phase|BlockC|6|60,山頂,1964,56,,41 STUBBS RD,41 司徒拔道,41 STUBBS RD|41 司徒拔道,"碧蕙園C座,司徒拔道","BELLEVUE COURT(BLOCK C),STUBBS RD","BELLEVUE COURT(Block C),STUBBS RD|碧蕙園C座,司徒拔道","BELLEVUE COURT(Block C),STUBBS RD|碧蕙園C座,司徒拔道|6|60consid50.0",6,54936.80933981202
1909,17062701980034,PRO-ASP,2017-06-05,RES,blank,1964/05,122.8,0,2700,0,45481.48148148148,CPS 11 ON G/F ,blank,4727290,17062701980034,11,1.0,C,blank,blank,,CAROLINA GDNS,嘉樂園,COOMBE RD,甘道,28,34,HP,RBL765RP,CAROLINA GDNS||Phase |Block C,甘道CAROLINA GDNS|Phase|BlockC,甘道CAROLINA GDNS|Phase|BlockC|1|11,山頂,1964,56,,28-34 COOMBE RD,28-34 甘道,28-34 COOMBE RD|28-34 甘道,"嘉樂園C座,甘道","CAROLINA GDNS(BLOCK C),COOMBE RD","CAROLINA GDNS(Block C),COOMBE RD|嘉樂園C座,甘道","CAROLINA GDNS(Block C),COOMBE RD|嘉樂園C座,甘道|1|11consid122.8",1,48779.6182557373
1910,17070301990037,PRO-ASP,2017-06-12,RES,blank,1965/04,50.3,2217,2062,22688,24393.792434529583,CPS 182 ,blank,4730255,17070301990037,2,15.0,D,blank,blank,,VILLA MONTE ROSA,玫瑰新村,STUBBS RD,司徒拔道,41A,blank,HP,IL3550sA,VILLA MONTE ROSA||Phase |Block D,司徒拔道VILLA MONTE ROSA|Phase|BlockD,司徒拔道VILLA MONTE ROSA|Phase|BlockD|15|2,山頂,1965,55,,41A STUBBS RD,41A 司徒拔道,41A STUBBS RD|41A 司徒拔道,"玫瑰新村D座,司徒拔道","VILLA MONTE ROSA(BLOCK D),STUBBS RD","VILLA MONTE ROSA(Block D),STUBBS RD|玫瑰新村D座,司徒拔道","VILLA MONTE ROSA(Block D),STUBBS RD|玫瑰新村D座,司徒拔道|15|2consid50.3",15,26162.733578732274
1911,17070400490010,PRO-ASP,2017-06-08,RES,blank,1971/11,75.8,0,2308,0,32842.287694974,COVERED CPS A1 ,blank,4731525,17070400490010,A2,1.0,blank,blank,GUILDFORD COURT,GUILDFORD COURT,blank,,GUILDFORD RD,僑福道,5,blank,HP,RBL874,|GUILDFORD COURT|Phase |Block ,僑福道GUILDFORD COURT|Phase|Block,僑福道GUILDFORD COURT|Phase|Block|1|A2,山頂,1971,49,GUILDFORD COURTGUILDFORD COURT,5 GUILDFORD RD,5 僑福道,5 GUILDFORD RD|5 僑福道,"GUILDFORD COURT,僑福道","GUILDFORD COURT,GUILDFORD RD","GUILDFORD COURT,GUILDFORD RD|GUILDFORD COURT,僑福道","GUILDFORD COURT,GUILDFORD RD|GUILDFORD COURT,僑福道|1|A2consid75.8",1,35223.88023042355
1915,17071402410016,ASP,2017-06-28,RES,blank,2016/02,287.3590000000001,0,4289,0,66999.06738167407,AREA INCLBAL:183 SFUTILITY PLATFORM16SF ,blank,4737423,17071402410016,whole floor,5.0,B,2,blank,,MOUNT NICHOLSON,MOUNT NICHOLSON,MOUNT NICHOLSON RD,聶歌信山道,8,blank,HP,IL9007,MOUNT NICHOLSON||Phase 2|Block B,聶歌信山道MOUNT NICHOLSON|Phase2|BlockB,聶歌信山道MOUNT NICHOLSON|Phase2|BlockB|5|,山頂,2016,4,,8 MOUNT NICHOLSON RD,8 聶歌信山道,8 MOUNT NICHOLSON RD|8 聶歌信山道,"MOUNT NICHOLSONB座,聶歌信山道","MOUNT NICHOLSON(BLOCK B),MOUNT NICHOLSON RD","MOUNT NICHOLSON(Block B),MOUNT NICHOLSON RD|MOUNT NICHOLSONB座,聶歌信山道","MOUNT NICHOLSON(Block B),MOUNT NICHOLSON RD|MOUNT NICHOLSONB座,聶歌信山道|5|whole floorconsid287.3590000000001",5,71857.5742019129
1916,17072402290038,ASP,2017-07-05,RES,blank,1965/04,45.0,2217,2074,20298,21697.203471552555,CPS 178CPS 118 ,blank,4742011,17072402290038,1,3.0,D,blank,blank,,VILLA MONTE ROSA,玫瑰新村,STUBBS RD,司徒拔道,41A,blank,HP,IL3550sA,VILLA MONTE ROSA||Phase |Block D,司徒拔道VILLA MONTE ROSA|Phase|BlockD,司徒拔道VILLA MONTE ROSA|Phase|BlockD|3|1,山頂,1965,55,,41A STUBBS RD,41A 司徒拔道,41A STUBBS RD|41A 司徒拔道,"玫瑰新村D座,司徒拔道","VILLA MONTE ROSA(BLOCK D),STUBBS RD","VILLA MONTE ROSA(Block D),STUBBS RD|玫瑰新村D座,司徒拔道","VILLA MONTE ROSA(Block D),STUBBS RD|玫瑰新村D座,司徒拔道|3|1consid45.0",3,20382.370389573196
1919,17092201820225,ASP,2017-09-07,RES,CP,1990/11,46.5,1993,1662,23332,27978.339350180504,blank,blank,5221730,17092201820225,2,6.0,B,blank,blank,,NICHOLSON TOWER,蔚豪苑,WONG NAI CHUNG GAP RD,黃泥涌峽道,8,blank,HP,IL8666,NICHOLSON TOWER||Phase |Block B,黃泥涌峽道NICHOLSON TOWER|Phase|BlockB,黃泥涌峽道NICHOLSON TOWER|Phase|BlockB|6|2,山頂,1990,30,,8 WONG NAI CHUNG GAP RD,8 黃泥涌峽道,8 WONG NAI CHUNG GAP RD|8 黃泥涌峽道,"蔚豪苑B座,黃泥涌峽道","NICHOLSON TOWER(BLOCK B),WONG NAI CHUNG GAP RD","NICHOLSON TOWER(Block B),WONG NAI CHUNG GAP RD|蔚豪苑B座,黃泥涌峽道","NICHOLSON TOWER(Block B),WONG NAI CHUNG GAP RD|蔚豪苑B座,黃泥涌峽道|6|2consid46.5",6,26921.29024701989
